"Code","eco_code","eco_name","Fine_biome","Coarsest","Coarse","Med.coarse","Med.fine","Fine","Color","Notes"
"SAV","IM0201","Central Deccan Plateau dry deciduous forests","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","NT0707","Guianan savanna","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","AA0702","Brigalow tropical savanna","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","AA0703","Cape York Peninsula tropical savanna","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","AT0908","Zambezian halophytics","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","NT0801","Espinal","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","AA0706","Kimberly tropical savanna","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","AA0707","Mitchell grass downs","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","IM0209","South Deccan Plateau dry deciduous forests","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","AA0802","Eastern Australia mulga shrublands","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","NT0702","Beni savanna","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","NT0302","Belizian pine forests","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","AA0803","Southeast Australia temperate savanna","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","AT0717","Southern Africa bushveld","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","AT0718","Southern Congolian forest-savanna mosaic","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","AT0719","Southern Miombo woodlands","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","AT1308","Ile Europa and Bassas da India xeric scrub","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","AT0721","Victoria Basin forest-savanna mosaic","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","AT0723","Western Congolian forest-savanna mosaic","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","AT0724","Western Zambezian grasslands","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","AT0725","Zambezian and Mopane woodlands","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","AA0708","Trans Fly savanna and grasslands","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","AT0701","Angolan Miombo woodlands","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","NT0301","Bahamian pine mosaic","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","NT1311","Malpelo Island xeric scrub","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","AT0901","East African halophytics","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","AT0902","Etosha Pan halophytics","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","AT0903","Inner Niger Delta flooded savanna","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","NT0210","Dry Chaco","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","PA1307","Baluchistan xeric woodlands","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
